place_name,latitude,longitude,rating,review_text,Shop_Type
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,If you want to step back and recharge your social battery while being productive. Enjoy the good food options and allow the dim lit room cradle you to productivity.,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,"superrrr love love the placeee 🫀🫀. in a coffee scene that is super saturated na, this cafe has its own vibe and taste that sets it apart from the others. will always recommend!! 📌",Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,One of the few coffee shops in Davao City which serves good food and coffee!!,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,Very good coffee and food. Not expensive,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,"Cozy vibe, good food & coffee!!!",Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,The place is super nice!❤️❤️❤️,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,Great cafe! 💯,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,4,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,4,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,4,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,3,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,4,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
Habitat Coffee - Tionko Branch,7.076273,125.603492,5,,Coffee
