place_name,latitude,longitude,rating,review_text,Shop_Type
Dunkin' | NCCC Centrepoint,7.0713834,125.5433262,4,We just bought 14 boxes for pasalubong...,Coffee
Dunkin' | NCCC Centrepoint,7.0713834,125.5433262,5,,Coffee
Dunkin' | NCCC Centrepoint,7.0713834,125.5433262,5,,Coffee
Dunkin' | NCCC Centrepoint,7.0713834,125.5433262,5,,Coffee
Dunkin' | NCCC Centrepoint,7.0713834,125.5433262,5,,Coffee
