place_name,latitude,longitude,rating,review_text
"Residencia Del Marina Buslness Center",7.0712068,125.6125695,5,"Very Nice"
"Residencia Del Marina Buslness Center",7.0712068,125.6125695,5,""
"Residencia Del Marina Buslness Center",7.0712068,125.6125695,5,""
"Residencia Del Marina Buslness Center",7.0712068,125.6125695,5,""
