place_name,latitude,longitude,rating,review_text
"Coffee Maybe Davao",7.0660516,125.5924716,4,"The food was delicious. I don’t order sandwiches often but I enjoyed the sandwiches I did order here. The dessert especially the tiramisu really opened my eyes to the greatness of a well made tiramisu. It was the first and the best tiramisu …"
"Coffee Maybe Davao",7.0660516,125.5924716,4,"Chill place after work or school. Their matcha is really delicious and such flavor. Their place is not too crowded and cramped, just right spacing between tables and chairs. They offer gcash and their staff is nice when I ordered and I …"
"Coffee Maybe Davao",7.0660516,125.5924716,5,"Definitely worth the hype. I don’t know what original tiramisu supposed to taste like but theirs is so delicious. The matcha tiramisu is also good but too matcha for my liking 😅. Not to mention the banana pudding matcha drink?? Idk the name. Super recommended! The place is quite small, but can cater customer. …"
"Coffee Maybe Davao",7.0660516,125.5924716,4,"Place had shared parking with building tenants. Noise came with the groups of students and office people dining in. Space was clean and new. Mighty pleased with the thick drink and creamy pasta. Short but reasonably-priced menu. I’d like to see an update in choices soon."
"Coffee Maybe Davao",7.0660516,125.5924716,5,"Coffee Maybe just opened this weekend so we gave it a try. We got there around noon on Sunday and 4 tables were taken with only one person at each table. They were on their phones and notebooks. We ordered our food and drinks and were able …"
"Coffee Maybe Davao",7.0660516,125.5924716,5,"the place is very cozy, nice ambience, and the moment you enter you can smell the aroma of coffee. The food is great. I recommend you to try their Alfredo Chicken Pasta cuz its so good. It get crowded easily so maybe go there earlier, so you can enjoy the moment and take picturesque photos."
"Coffee Maybe Davao",7.0660516,125.5924716,4,"First time here and definitely won't be the last! The matcha with banana pudding was so good, smooth, not too sweet, and surprisingly comforting. The croffles (especially the Biscoff!) were crispy and buttery, made from real croissant …"
"Coffee Maybe Davao",7.0660516,125.5924716,4,"The matcha tiramisu(latte) is a bomb. It was my first order from this cafe and for sure I will come back to try different blend - the cafe has enough space for group of people too. I wish they can upgrade their system for adding espresso shots for customer's preferrence."
"Coffee Maybe Davao",7.0660516,125.5924716,5,"📍 Coffee Maybe, Artiaga St. cor. Bonifacio St., DVO ✅ Open daily from 11 AM to 10 PM …"
"Coffee Maybe Davao",7.0660516,125.5924716,4,"Parking area is small due to other stores beside this place they had their own customers also. But overall the drinks are great and affordable."
"Coffee Maybe Davao",7.0660516,125.5924716,4,"Tried their seasalt latte and biscoff cake during our visit. the cake was okay but didn't complimented our drink. Cafe's ambiance is top tier - giving the aesthetic vibe plus the coffee calm vibes bg music. Had a bit of hard time looking for parking though (parking area outside the building can only hold up to 6-7 cars I guess)."
"Coffee Maybe Davao",7.0660516,125.5924716,5,"Been here around 3-4 times already! Still my fave café!"
"Coffee Maybe Davao",7.0660516,125.5924716,5,"Tried chicken alfredo, yum! The chicken that comes with the pasta is yummy too. Tried the biscoff croffle too, and it’s also good. The croffle has the crunch you’re looking for but for me it kinda lacks something But, it’s good naman."
"Coffee Maybe Davao",7.0660516,125.5924716,4,"A cafe that's giving me major ig aesthetic vibes! 😉 This cafe is so cozy, even if i only stayed for a sec. I tried the Iced Spanish Latte on the barista's rec, but idk...it was okay at first, then there was a weird aftertaste. …"
"Coffee Maybe Davao",7.0660516,125.5924716,5,"love their food sm! this might be my favorite cafe in davao (also been following them ever since before they had a branch here.)"
"Coffee Maybe Davao",7.0660516,125.5924716,5,"The cakes are fantastic here, well worth a try."
"Coffee Maybe Davao",7.0660516,125.5924716,5,"Ordered Spanish Latte (over ice) and Moist Cake for take out. I love their Spanish Latte, not too sweet which what I like, and their Moist Cake (best seller) tastes heavenly."
"Coffee Maybe Davao",7.0660516,125.5924716,5,"Food is good and worth your money. Nice ambience very esthetic. Worthy to visit."
"Coffee Maybe Davao",7.0660516,125.5924716,4,"The white chocolate matcha is so good and very promising, except for the amount of ice they put. They put more ice on the cup than the actual drink, so when the ice melts, you won't really taste the flavor of the drink anymore. We even had …"
"Coffee Maybe Davao",7.0660516,125.5924716,5,"i ordered Iced Americano. It was same as the other elite cafe's and ok sakin. Plus points sakin that time is I tried their black forest tiramisu. Ang sarap!"
"Coffee Maybe Davao",7.0660516,125.5924716,5,"Ordered an americano and croffle and can'r really say more other than all were delicious. . Although after dining here i did realize the smell of food stuck to my clothes"
"Coffee Maybe Davao",7.0660516,125.5924716,5,"One of the best tiramisu in Town!"
"Coffee Maybe Davao",7.0660516,125.5924716,5,"Great place to tambayyy"
"Coffee Maybe Davao",7.0660516,125.5924716,5,"Coffee Maybe Holiday drink ✨☕️"
"Coffee Maybe Davao",7.0660516,125.5924716,5,"Good food, service and atmosphere overall. A bit in the pricy side and the place is a bit small."
"Coffee Maybe Davao",7.0660516,125.5924716,5,"Went here for brunch. The place was so cozy and nice. Went there and the place was not too crowded probably depends on day and time. …"
"Coffee Maybe Davao",7.0660516,125.5924716,4,"Went here for 3 days straight haha I really like the food I ordered and wow they have wifi too. It's just weird tho"
"Coffee Maybe Davao",7.0660516,125.5924716,4,"The menus are delicious, but I'm a little turned off by the sandwich prices, they're expensive and the serving is small. I hope they change the price or make the serving worth the price..it seems like they've skimped on it. Overall the food is delicious, I also tried the chicken with honey and classic spaghetti."
"Coffee Maybe Davao",7.0660516,125.5924716,3,"The customer was removed from the seat because they said 6 chairs were ""Reserved"". while we were seated on the side because there were only 4 of us so we were not …"
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,"Been here around 3-4 times already! Still my fave café!"
"Coffee Maybe Davao",7.0660516,125.5924716,5,"One of the best tiramisu in Town!"
"Coffee Maybe Davao",7.0660516,125.5924716,5,"Great place to tambayyy"
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,3,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,4,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,3,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,4,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,4,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,4,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,5,""
"Coffee Maybe Davao",7.0660516,125.5924716,4,""
